Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","29/03/2025 19:07 UTC"
"Last updated:","8 October 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024"
Origin:,"214,213,211,210,174,207,204,203,201,262,202,186,70,198,200,199,197,187,190,196,195,194,193,192,191,218,188,189,185,184,183,246,178,177,216,69,112,173,179,245,159,172,171,181,180,255,168,169,166,164,165,163,176,170,208,249,261,206,108,175,161,160,158,222,122,102,157,156,155,154,151,150,149,153,148,152,147,146,143,233,120,142,141,139,140,145,62,138,137,144,136,135,131,130,228,133,129,121,66,124,134,119,118,125,132,126,123,127,128,117,114,113,111,107,106,110,109,115,105,100,104,101,99,98,96,97,95,94,93,90,92,91,89,88,86,85,83,205,81,80,75,79,78,232,227,77,253,76,74,73,72,71,68,67,63,59,64,61,60,65,58,182,57,56,55,162,8,54,53,52,51,50,41,103,49,48,254,390,46,84,290,87,45,43,40,42,44,116,82,37,38,36,34,35,33,39,32,47,16,23,30,28,225,27,238,26,29,229,25,22,19,18,31,17,24,15,20,14,21,13,12,11,224,10,9,7,223,6,5,4,3,2,263,278"
"Country of asylum:","70,200,196,184,183,246,173,181,180,164,170,160,158,122,155,154,143,120,138,133,121,132,114,113,111,115,94,90,86,85,205,253,76,74,72,71,64,61,65,57,50,49,48,84,30,238,29,17,24,13,12,10,5,3"
Year,"Country of origin","Country of asylum","Refugees under UNHCR's mandate",Asylum-seekers,"Returned refugees","IDPs of concern to UNHCR","Returned IDPss","Stateless persons","Others of concern","Other people in need of international protection","Host Community"
2010,Somalia,Belgium,117,0,0,0,0,0,0,,0
2010,Somalia,Bulgaria,129,11,0,0,0,0,0,,0
2010,Somalia,Cyprus,6,12,0,0,0,0,0,,0
2010,Somalia,Czechia,21,8,0,0,0,0,0,,0
2010,Somalia,Denmark,1497,87,0,0,0,0,0,,0
2010,Somalia,Finland,2226,325,0,0,0,0,0,,0
2010,Somalia,France,1027,0,0,0,0,0,0,,0
2010,Somalia,"United Kingdom of Great Britain and Northern Ireland",23893,0,0,0,0,0,0,,0
2010,Somalia,Germany,2620,1921,0,0,0,0,0,,0
2010,Somalia,Greece,27,340,0,0,0,0,0,,0
2010,Somalia,Hungary,421,11,0,0,0,0,0,,0
2010,Somalia,Iceland,0,5,0,0,0,0,0,,0
2010,Somalia,Ireland,589,206,0,0,0,0,0,,0
2010,Somalia,Italy,7865,59,0,0,0,0,0,,0
2010,Somalia,Liechtenstein,0,21,0,0,0,0,0,,0
2010,Somalia,Lithuania,22,0,0,0,0,0,0,,0
2010,Somalia,Luxembourg,0,25,0,0,0,0,0,,0
2010,Somalia,Latvia,7,0,0,0,0,0,0,,0
2010,Somalia,"North Macedonia",0,14,0,0,0,0,0,,0
2010,Somalia,Malta,3605,118,0,0,0,0,0,,0
2010,Somalia,"Netherlands (Kingdom of the)",13736,2268,0,0,0,0,0,,0
2010,Somalia,Norway,7342,1275,0,0,0,0,0,,0
2010,Somalia,Poland,55,5,0,0,0,0,0,,0
2010,Somalia,Portugal,24,0,0,0,0,0,0,,0
2010,Somalia,Romania,89,10,0,0,0,0,0,,0
2010,Somalia,"Russian Federation",20,12,0,0,0,0,0,,0
2010,Somalia,Spain,78,79,0,0,0,0,0,,0
2010,Somalia,"Serbia and Kosovo: S/RES/1244 (1999)",0,16,0,0,0,0,0,,0
2010,Somalia,Slovakia,37,0,0,0,0,0,0,,0
2010,Somalia,Slovenia,9,5,0,0,0,0,0,,0
2010,Somalia,Sweden,15238,1553,0,0,0,0,0,,0
2010,Somalia,Switzerland,4092,408,0,0,0,0,0,,0
2010,Somalia,Türkiye,932,335,0,0,0,0,0,,0
2010,Somalia,Ukraine,28,175,0,0,0,0,0,,0
2010,Spain,Belgium,5,0,0,0,0,0,0,,0
2010,Spain,Germany,8,0,0,0,0,0,0,,0
2010,Spain,Iceland,0,5,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Albania,49,20,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Austria,3353,2797,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Belgium,1040,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Bosnia and Herzegovina",163,118,38,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Bulgaria,118,22,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Cyprus,54,78,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Czechia,54,12,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Denmark,2288,106,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Finland,660,82,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",France,9985,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","United Kingdom of Great Britain and Northern Ireland",6759,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,122340,7789,0,0,0,0,8500,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Greece,8,9,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Croatia,240,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Hungary,337,71,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Iceland,5,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Ireland,313,45,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Italy,3565,104,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Liechtenstein,62,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Luxembourg,0,215,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","North Macedonia",1376,53,158,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Montenegro,10948,0,201,0,0,0,99,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Netherlands (Kingdom of the)",1269,97,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Norway,3116,181,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Poland,5,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Romania,20,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Russian Federation",0,5,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Spain,41,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)","Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,228442,1803,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Slovakia,15,0,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Slovenia,5,20,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,6848,2824,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Switzerland,5288,1251,0,0,0,0,0,,0
2010,"Serbia and Kosovo: S/RES/1244 (1999)",Ukraine,5,5,0,0,0,0,0,,0
2010,"Viet Nam",Austria,42,9,0,0,0,0,0,,0
2010,"Viet Nam",Belgium,59,0,0,0,0,0,0,,0
2010,"Viet Nam",Cyprus,0,72,0,0,0,0,0,,0
2010,"Viet Nam",Czechia,62,43,0,0,0,0,0,,0
2010,"Viet Nam",Denmark,55,0,0,0,0,0,0,,0
2010,"Viet Nam",France,8719,0,0,0,0,0,0,,0
2010,"Viet Nam","United Kingdom of Great Britain and Northern Ireland",987,0,0,0,0,0,0,,0
2010,"Viet Nam",Germany,24918,574,0,0,0,0,0,,0
2010,"Viet Nam",Greece,5,5,0,0,0,0,0,,0
2010,"Viet Nam",Hungary,5,5,0,0,0,0,0,,0
2010,"Viet Nam",Ireland,5,7,0,0,0,0,0,,0
2010,"Viet Nam",Italy,9,0,0,0,0,0,0,,0
2010,"Viet Nam","Netherlands (Kingdom of the)",44,6,0,0,0,0,0,,0
2010,"Viet Nam",Norway,16,5,0,0,0,0,0,,0
2010,"Viet Nam",Poland,11,23,0,0,0,0,0,,0
2010,"Viet Nam","Russian Federation",5,0,0,0,0,0,0,,0
2010,"Viet Nam",Spain,6,0,0,0,0,0,0,,0
2010,"Viet Nam",Sweden,103,110,0,0,0,0,0,,0
2010,"Viet Nam",Switzerland,1484,5,0,0,0,0,0,,0
2010,"Viet Nam",Ukraine,0,14,0,0,0,0,0,,0
2010,Stateless,Armenia,0,0,0,0,0,6,0,,0
2010,Stateless,Austria,443,278,0,0,0,401,0,,0
2010,Stateless,Azerbaijan,0,0,0,0,0,2078,0,,0
2010,Stateless,Belgium,0,0,0,0,0,691,0,,0
2010,Stateless,Belarus,0,0,0,0,0,7731,0,,0
2010,Stateless,"Bosnia and Herzegovina",0,0,0,0,0,5000,0,,0
2010,Stateless,Bulgaria,232,81,0,0,0,0,0,,0
2010,Stateless,Czechia,80,70,0,0,0,0,0,,0
2010,Stateless,Denmark,137,5,0,0,0,3216,0,,0
2010,Stateless,Estonia,0,0,0,0,0,100983,0,,0
2010,Stateless,Finland,74,31,0,0,0,3125,0,,0
2010,Stateless,France,0,0,0,0,0,1131,0,,0
2010,Stateless,"United Kingdom of Great Britain and Northern Ireland",353,0,0,0,0,205,0,,0
2010,Stateless,Georgia,0,0,0,0,0,1826,0,,0
2010,Stateless,Germany,5103,294,0,0,0,7920,0,,0
2010,Stateless,Greece,0,0,0,0,0,260,0,,0
2010,Stateless,Croatia,0,0,0,0,0,1749,0,,0
2010,Stateless,Hungary,38,0,0,0,0,62,0,,0
2010,Stateless,Iceland,0,0,0,0,0,113,0,,0
2010,Stateless,Ireland,19,0,0,0,0,0,0,,0
2010,Stateless,Italy,9,0,0,0,0,854,0,,0
2010,Stateless,Liechtenstein,0,0,0,0,0,6,0,,0
2010,Stateless,Lithuania,6,0,0,0,0,3674,0,,0
2010,Stateless,Luxembourg,0,0,0,0,0,173,0,,0
2010,Stateless,Latvia,0,0,0,0,0,326906,0,,0
2010,Stateless,"North Macedonia",0,0,0,0,0,1573,0,,0
2010,Stateless,"Rep. of Moldova",0,0,0,0,0,2031,0,,0
2010,Stateless,Montenegro,0,0,0,0,0,1300,0,,0
2010,Stateless,"Netherlands (Kingdom of the)",757,107,0,0,0,2061,0,,0
2010,Stateless,Norway,1962,786,0,0,0,3118,0,,0
2010,Stateless,Poland,20,20,0,0,0,763,0,,0
2010,Stateless,Portugal,0,0,0,0,0,31,0,,0
2010,Stateless,Romania,5,5,0,0,0,321,0,,0
2010,Stateless,"Russian Federation",0,0,0,0,0,50000,0,,0
2010,Stateless,Spain,108,0,0,0,0,31,0,,0
2010,Stateless,"Serbia and Kosovo: S/RES/1244 (1999)",0,0,0,0,0,8500,0,,0
2010,Stateless,Slovakia,9,0,0,0,0,911,0,,0
2010,Stateless,Slovenia,0,0,0,0,0,4090,0,,0
2010,Stateless,Sweden,3858,831,0,0,0,9344,0,,0
2010,Stateless,Switzerland,104,6,0,0,0,62,0,,0
2010,Stateless,Türkiye,6,21,0,0,0,780,0,,0
2010,Stateless,Ukraine,18,17,0,0,0,40353,0,,0
2010,Sudan,Austria,191,88,0,0,0,0,0,,0
2010,Sudan,Belgium,63,0,0,0,0,0,0,,0
2010,Sudan,Bulgaria,186,14,0,0,0,0,0,,0
2010,Sudan,Cyprus,5,5,0,0,0,0,0,,0
2010,Sudan,Czechia,20,5,0,0,0,0,0,,0
2010,Sudan,Denmark,84,29,0,0,0,0,0,,0
2010,Sudan,Finland,8,6,0,0,0,0,0,,0
2010,Sudan,France,1597,0,0,0,0,0,0,,0
2010,Sudan,"United Kingdom of Great Britain and Northern Ireland",3128,0,0,0,0,0,0,,0
2010,Sudan,Germany,531,147,0,0,0,0,0,,0
2010,Sudan,Greece,31,489,0,0,0,0,0,,0
2010,Sudan,Hungary,117,0,0,0,0,0,0,,0
2010,Sudan,Ireland,445,195,0,0,0,0,0,,0
2010,Sudan,Italy,2145,19,0,0,0,0,0,,0
2010,Sudan,Luxembourg,0,8,0,0,0,0,0,,0
2010,Sudan,"Rep. of Moldova",8,0,0,0,0,0,0,,0
2010,Sudan,Malta,262,104,0,0,0,0,0,,0
2010,Sudan,"Netherlands (Kingdom of the)",1704,189,0,0,0,0,0,,0
2010,Sudan,Norway,311,223,0,0,0,0,0,,0
2010,Sudan,Poland,13,8,0,0,0,0,0,,0
2010,Sudan,Romania,12,5,0,0,0,0,0,,0
2010,Sudan,"Russian Federation",9,0,0,0,0,0,0,,0
2010,Sudan,Spain,11,17,0,0,0,0,0,,0
2010,Sudan,"Serbia and Kosovo: S/RES/1244 (1999)",0,5,0,0,0,0,0,,0
2010,Sudan,Slovenia,89,5,0,0,0,0,0,,0
2010,Sudan,Sweden,209,69,0,0,0,0,0,,0
2010,Sudan,Switzerland,154,79,0,0,0,0,0,,0
2010,Sudan,Türkiye,130,76,0,0,0,0,0,,0
2010,Sudan,Ukraine,56,28,0,0,0,0,0,,0
2010,Suriname,"Netherlands (Kingdom of the)",5,5,0,0,0,0,0,,0
2010,Slovakia,Austria,5,0,0,0,0,0,0,,0
2010,Slovakia,Finland,8,0,0,0,0,0,0,,0
2010,Slovakia,Germany,26,0,0,0,0,0,0,,0
2010,Slovakia,Iceland,5,0,0,0,0,0,0,,0
2010,Slovakia,Ireland,28,0,0,0,0,0,0,,0
2010,Slovakia,"Netherlands (Kingdom of the)",16,0,0,0,0,0,0,,0
2010,Slovakia,Sweden,6,0,0,0,0,0,0,,0
2010,Slovakia,Switzerland,5,5,0,0,0,0,0,,0
2010,Slovenia,Germany,14,0,0,0,0,0,0,,0
2010,Eswatini,"United Kingdom of Great Britain and Northern Ireland",8,0,0,0,0,0,0,,0
2010,Eswatini,Ireland,0,5,0,0,0,0,0,,0
2010,Sweden,Germany,5,0,0,0,0,0,0,,0
2010,Sweden,Sweden,0,5,0,0,0,0,0,,0
2010,Switzerland,Germany,5,0,0,0,0,0,0,,0
2010,Switzerland,Ireland,5,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Austria,505,471,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Belgium,229,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Bulgaria,95,30,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Cyprus,125,242,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Czechia,23,36,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Denmark,750,483,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Finland,59,23,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",France,280,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",499,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Germany,10518,2690,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Greece,16,2217,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Croatia,0,5,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Hungary,39,8,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Ireland,34,10,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Italy,211,29,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Lithuania,5,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Luxembourg,0,15,0,0,0,0,0,,0
2010,"Syrian Arab Rep.","Rep. of Moldova",10,5,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Malta,33,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.","Netherlands (Kingdom of the)",1186,133,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Norway,186,192,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Poland,8,8,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Romania,21,13,0,0,0,0,0,,0
2010,"Syrian Arab Rep.","Russian Federation",5,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Spain,35,12,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Slovakia,22,0,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Sweden,1169,371,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Switzerland,694,859,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Türkiye,9,65,0,0,0,0,0,,0
2010,"Syrian Arab Rep.",Ukraine,42,95,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Belgium,28,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Bulgaria,5,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Finland,5,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania","United Kingdom of Great Britain and Northern Ireland",109,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Germany,25,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Greece,0,34,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Hungary,5,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Ireland,9,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania","Netherlands (Kingdom of the)",8,5,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Norway,5,0,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Sweden,14,15,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Switzerland,10,5,0,0,0,0,0,,0
2010,"United Rep. of Tanzania",Türkiye,0,5,0,0,0,0,0,,0
2010,Thailand,"United Kingdom of Great Britain and Northern Ireland",17,0,0,0,0,0,0,,0
2010,Thailand,Germany,210,0,0,0,0,0,0,,0
2010,Thailand,Norway,31,0,0,0,0,0,0,,0
2010,Thailand,Sweden,18,5,0,0,0,0,0,,0
2010,Tibetan,Belgium,16,0,0,0,0,0,0,,0
2010,Tajikistan,Austria,44,32,0,0,0,0,0,,0
2010,Tajikistan,Belarus,15,0,0,0,0,0,0,,0
2010,Tajikistan,Denmark,0,5,0,0,0,0,0,,0
2010,Tajikistan,Finland,16,0,0,0,0,0,0,,0
2010,Tajikistan,France,28,0,0,0,0,0,0,,0
2010,Tajikistan,"United Kingdom of Great Britain and Northern Ireland",5,0,0,0,0,0,0,,0
2010,Tajikistan,Georgia,5,0,0,0,0,0,0,,0
2010,Tajikistan,Germany,128,98,0,0,0,0,0,,0
2010,Tajikistan,Ireland,7,0,0,0,0,0,0,,0
2010,Tajikistan,Lithuania,0,5,0,0,0,0,0,,0
2010,Tajikistan,"Netherlands (Kingdom of the)",43,13,0,0,0,0,0,,0
2010,Tajikistan,Norway,27,27,0,0,0,0,0,,0
2010,Tajikistan,"Russian Federation",28,15,0,0,0,0,0,,0
2010,Tajikistan,Sweden,45,47,0,0,0,0,0,,0
2010,Tajikistan,Switzerland,5,5,0,0,0,0,0,,0
2010,Tajikistan,Türkiye,0,45,0,0,0,0,0,,0
2010,Tajikistan,Ukraine,12,0,0,0,0,0,0,,0
2010,Turkmenistan,Austria,14,0,0,0,0,0,0,,0
2010,Turkmenistan,Czechia,7,0,0,0,0,0,0,,0
2010,Turkmenistan,Finland,5,0,0,0,0,0,0,,0
2010,Turkmenistan,"United Kingdom of Great Britain and Northern Ireland",36,0,0,0,0,0,0,,0
2010,Turkmenistan,Germany,215,10,0,0,0,0,0,,0
2010,Turkmenistan,"Netherlands (Kingdom of the)",20,0,0,0,0,0,0,,0
2010,Turkmenistan,Norway,11,0,0,0,0,0,0,,0
2010,Turkmenistan,Poland,5,0,0,0,0,0,0,,0
2010,Turkmenistan,"Russian Federation",9,5,0,0,0,0,0,,0
2010,Turkmenistan,Sweden,62,12,0,0,0,0,0,,0
2010,Turkmenistan,Switzerland,11,0,0,0,0,0,0,,0
2010,Turkmenistan,Türkiye,0,8,0,0,0,0,0,,0
2010,Turkmenistan,Ukraine,5,0,0,0,0,0,0,,0
2010,Togo,Austria,27,6,0,0,0,0,0,,0
2010,Togo,Belgium,123,0,0,0,0,0,0,,0
2010,Togo,Cyprus,0,6,0,0,0,0,0,,0
2010,Togo,Czechia,0,5,0,0,0,0,0,,0
2010,Togo,Denmark,0,5,0,0,0,0,0,,0
2010,Togo,Finland,5,7,0,0,0,0,0,,0
2010,Togo,France,671,0,0,0,0,0,0,,0
2010,Togo,"United Kingdom of Great Britain and Northern Ireland",44,0,0,0,0,0,0,,0
2010,Togo,Germany,4382,201,0,0,0,0,0,,0
2010,Togo,Greece,0,7,0,0,0,0,0,,0
2010,Togo,Hungary,9,0,0,0,0,0,0,,0
2010,Togo,Ireland,94,43,0,0,0,0,0,,0
2010,Togo,Italy,1498,20,0,0,0,0,0,,0
2010,Togo,Luxembourg,0,7,0,0,0,0,0,,0
2010,Togo,Malta,0,44,0,0,0,0,0,,0
2010,Togo,"Netherlands (Kingdom of the)",210,32,0,0,0,0,0,,0
2010,Togo,Norway,15,10,0,0,0,0,0,,0
2010,Togo,Poland,5,0,0,0,0,0,0,,0
2010,Togo,Spain,8,12,0,0,0,0,0,,0
2010,Togo,Sweden,13,10,0,0,0,0,0,,0
2010,Togo,Switzerland,623,97,0,0,0,0,0,,0
2010,Togo,Ukraine,0,14,0,0,0,0,0,,0
2010,"Trinidad and Tobago","United Kingdom of Great Britain and Northern Ireland",7,0,0,0,0,0,0,,0
2010,Tunisia,Austria,13,43,0,0,0,0,0,,0
2010,Tunisia,Belgium,11,0,0,0,0,0,0,,0
2010,Tunisia,Bulgaria,12,0,0,0,0,0,0,,0
2010,Tunisia,Cyprus,0,8,0,0,0,0,0,,0
2010,Tunisia,Denmark,6,8,0,0,0,0,0,,0
2010,Tunisia,Finland,0,5,0,0,0,0,0,,0
2010,Tunisia,France,242,0,0,0,0,0,0,,0
2010,Tunisia,"United Kingdom of Great Britain and Northern Ireland",21,0,0,0,0,0,0,,0
2010,Tunisia,Germany,789,78,0,0,0,0,0,,0
2010,Tunisia,Greece,0,9,0,0,0,0,0,,0
2010,Tunisia,Hungary,5,0,0,0,0,0,0,,0
2010,Tunisia,Italy,65,31,0,0,0,0,0,,0
2010,Tunisia,Malta,5,5,0,0,0,0,0,,0
2010,Tunisia,"Netherlands (Kingdom of the)",42,5,0,0,0,0,0,,0
2010,Tunisia,Norway,0,22,0,0,0,0,0,,0
2010,Tunisia,Poland,0,5,0,0,0,0,0,,0
2010,Tunisia,Spain,19,0,0,0,0,0,0,,0
2010,Tunisia,Sweden,47,29,0,0,0,0,0,,0
2010,Tunisia,Switzerland,574,162,0,0,0,0,0,,0
2010,Tunisia,Türkiye,5,5,0,0,0,0,0,,0
2010,Tunisia,Ukraine,0,5,0,0,0,0,0,,0
2010,Türkiye,Albania,5,0,0,0,0,0,0,,0
2010,Türkiye,Armenia,5,9,0,0,0,0,0,,0
2010,Türkiye,Austria,1288,1007,0,0,0,0,0,,0
2010,Türkiye,Belgium,510,0,0,0,0,0,0,,0
2010,Türkiye,Bulgaria,97,0,0,0,0,0,0,,0
2010,Türkiye,Cyprus,138,187,0,0,0,0,0,,0
2010,Türkiye,Czechia,19,48,0,0,0,0,0,,0
2010,Türkiye,Denmark,40,33,0,0,0,0,0,,0
2010,Türkiye,Finland,324,60,0,0,0,0,0,,0
2010,Türkiye,France,11009,0,0,0,0,0,0,,0
2010,Türkiye,"United Kingdom of Great Britain and Northern Ireland",6172,0,0,0,0,0,0,,0
2010,Türkiye,Germany,97908,2860,0,0,0,0,0,,0
2010,Türkiye,Greece,96,279,0,0,0,0,0,,0
2010,Türkiye,Hungary,74,13,0,0,0,0,0,,0
2010,Türkiye,Ireland,20,6,0,0,0,0,0,,0
2010,Türkiye,Italy,2001,336,0,0,0,0,0,,0
2010,Türkiye,Luxembourg,0,14,0,0,0,0,0,,0
2010,Türkiye,"Rep. of Moldova",0,5,0,0,0,0,0,,0
2010,Türkiye,Malta,14,0,0,0,0,0,0,,0
2010,Türkiye,"Netherlands (Kingdom of the)",684,103,0,0,0,0,0,,0
2010,Türkiye,Norway,143,92,0,0,0,0,0,,0
2010,Türkiye,Poland,36,14,0,0,0,0,0,,0
2010,Türkiye,Romania,40,25,0,0,0,0,0,,0
2010,Türkiye,"Russian Federation",0,6,0,0,0,0,0,,0
2010,Türkiye,Spain,8,5,0,0,0,0,0,,0
2010,Türkiye,"Serbia and Kosovo: S/RES/1244 (1999)",5,0,0,0,0,0,0,,0
2010,Türkiye,Slovenia,0,10,0,0,0,0,0,,0
2010,Türkiye,Sweden,627,198,0,0,0,0,0,,0
2010,Türkiye,Switzerland,4557,653,0,0,0,0,0,,0
2010,Türkiye,Ukraine,7,16,0,0,0,0,0,,0
2010,"United Arab Emirates",Germany,367,5,0,0,0,0,0,,0
2010,Uganda,Austria,18,28,0,0,0,0,0,,0
2010,Uganda,Belgium,13,0,0,0,0,0,0,,0
2010,Uganda,Denmark,10,19,0,0,0,0,0,,0
2010,Uganda,France,47,0,0,0,0,0,0,,0
2010,Uganda,"United Kingdom of Great Britain and Northern Ireland",1417,0,0,0,0,0,0,,0
2010,Uganda,Germany,286,82,0,0,0,0,0,,0
2010,Uganda,Greece,0,21,0,0,0,0,0,,0
2010,Uganda,Hungary,7,0,0,0,0,0,0,,0
2010,Uganda,Ireland,87,68,0,0,0,0,0,,0
2010,Uganda,Italy,24,5,0,0,0,0,0,,0
2010,Uganda,"Netherlands (Kingdom of the)",171,61,0,0,0,0,0,,0
2010,Uganda,Norway,30,56,0,0,0,0,0,,0
2010,Uganda,Poland,0,5,0,0,0,0,0,,0
2010,Uganda,Spain,0,14,0,0,0,0,0,,0
2010,Uganda,Sweden,66,69,0,0,0,0,0,,0
2010,Uganda,Switzerland,34,15,0,0,0,0,0,,0
2010,Uganda,Ukraine,0,5,0,0,0,0,0,,0
2010,"Unknown ",Austria,313,3626,0,0,0,0,0,,0
2010,"Unknown ",Belgium,4478,18288,0,0,0,0,0,,0
2010,"Unknown ",Bulgaria,0,5,0,0,0,0,0,,0
2010,"Unknown ",Czechia,8,0,0,0,0,0,0,,0
2010,"Unknown ",Denmark,64,5,0,0,0,0,0,,0
2010,"Unknown ",Finland,80,35,0,0,0,0,0,,0
2010,"Unknown ",France,42230,48576,0,0,0,0,0,,0
2010,"Unknown ","United Kingdom of Great Britain and Northern Ireland",71878,14880,0,0,0,0,0,,0
2010,"Unknown ",Germany,14432,1576,0,0,0,0,0,,0
2010,"Unknown ",Greece,99,8889,0,0,0,0,0,,0
2010,"Unknown ",Hungary,170,5,0,0,0,0,0,,0
2010,"Unknown ",Ireland,40,0,0,0,0,0,0,,0
2010,"Unknown ",Italy,3058,87,0,0,0,0,0,,0
2010,"Unknown ",Liechtenstein,8,0,0,0,0,0,0,,0
2010,"Unknown ",Luxembourg,3254,15,0,0,0,0,0,,0
2010,"Unknown ",Malta,609,0,0,0,0,0,0,,0
2010,"Unknown ","Netherlands (Kingdom of the)",3298,465,0,0,0,0,0,,0
2010,"Unknown ",Norway,59,0,0,0,0,0,0,,0
2010,"Unknown ",Portugal,24,0,0,0,0,0,0,,0
2010,"Unknown ","Russian Federation",23,0,0,0,0,0,0,,0
2010,"Unknown ",Spain,71,5,0,0,0,0,0,,0
